id,toxic,severe_toxic,obscene,threat,insult,identity_hate
FrenziedMan,0.06740867949004271,0.006577136177671847,0.0320256792541094,0.003185031960450928,0.030498460155155106,0.008958358272513652
Yellow-5-Son,0.0669889500223976,0.0057104774112085805,0.03227190110291655,0.0031756482443985336,0.03542911360958709,0.009215315775038828
FrenziedMan,0.05187282494882491,0.004030731667661192,0.026448910152367708,0.002567087346910187,0.028089358867439882,0.006929354423443864
Yellow-5-Son,0.058304357424247465,0.0036065570779319016,0.023610366972083942,0.0026033352662729256,0.021932338497926303,0.006950410305271627
FrenziedMan,0.06643969591008947,0.004614764794529615,0.03296810905206258,0.0035914500436156267,0.026550740190344587,0.006483644592166356
Yellow-5-Son,0.0666586156199508,0.005618363618914725,0.029915922563789384,0.00486728960717336,0.02571793945416569,0.008043204191731084
FrenziedMan,0.08166362820475581,0.004754610729634299,0.0335933747853905,0.0037292748691335285,0.027066507992445133,0.00710249017069525
 ,0.3759400249963364,0.009218368634215605,0.08855281404454306,0.004263852889270912,0.14208986321516076,0.021980504418287767
 ,0.21375924189710244,0.009610863190586223,0.07187593534799162,0.005111403783530563,0.09314410466403607,0.011143908448354887
Yellow-5-Son,0.2209037078712895,0.012990210668342888,0.14972723887755032,0.0035825031253039975,0.06419823863069482,0.010265410128386164
seanlaw27,0.17329763208538043,0.009875618345764581,0.05926312759210532,0.0038104361795239594,0.06340702527458322,0.010762010785633954
 ,0.16030662634443782,0.012019361176002066,0.07642977619691609,0.003999211747604086,0.08252444793808209,0.012487562386883295
Yellow-5-Son,0.11818353289154133,0.007422913286794996,0.044719942842718394,0.0034253391767300914,0.046531071001082724,0.0082472802222139
seanlaw27,0.13532022566377006,0.005684568757139895,0.04590776493893925,0.0037194367826279516,0.04148123986496488,0.007973141598135286
Yellow-5-Son,0.07531547064778953,0.004879915320311973,0.03319917386524999,0.003104272758307256,0.03042556264269243,0.007070393013278649
seanlaw27,0.06034438791045857,0.005093619607255457,0.029828711254347932,0.003015522597578245,0.023584399409252884,0.006543292966838833
Yellow-5-Son,0.04305073056090282,0.004912777996192236,0.02059752619945198,0.002734433022700616,0.021749845778452636,0.0066363798945815854
seanlaw27,0.1677457198265506,0.0059450978076433375,0.04791764600085358,0.00339700939473822,0.05674148938284788,0.00924686416538383
Yellow-5-Son,0.23608890036747843,0.006774755893044315,0.04754849311600568,0.003628564811239964,0.0487656229025586,0.012794244383202846
seanlaw27,0.07999044843856114,0.005487990050777617,0.029126982884257708,0.0034065587300361445,0.031806857776973674,0.008146227826911165
 ,0.541935122173973,0.02157531910005,0.30575522980251457,0.00473046529646954,0.18677273066338573,0.016113549451882973
Yellow-5-Son,0.15823156208494357,0.01051625295176543,0.06254145271044434,0.0036855270549766353,0.0837338762809758,0.012248036949788663
continentaldrifting,0.06237176202890924,0.006607167913193105,0.026154814394753766,0.003307363601766848,0.025735402204825016,0.0075061234424261694
 ,0.45144170491874336,0.017230024265182328,0.1897524430475221,0.007095251767089556,0.10395102423716467,0.015820471276198286
Yellow-5-Son,0.16608826111916083,0.00868734035054706,0.046673872875077134,0.0032143741556254434,0.04242584258799508,0.012499277970128345
 ,0.2981279770732434,0.008649499628635406,0.07562645708307009,0.003722412256878898,0.09497750664003332,0.019632739736543746
returnofthecrack,0.06738521165042965,0.00656516115007717,0.027586037949739364,0.0033771896703882224,0.030220934024502957,0.0076064705863322975
 ,0.08528060601956475,0.008102578114199455,0.045897481772111344,0.0033660027192632187,0.048353501411543334,0.01474639872969402
Yellow-5-Son,0.13823270865947426,0.01187271693815822,0.0555876913385078,0.0040425265401984245,0.058050429527134406,0.016736343575425014
 ,0.13269967513613123,0.00894313985897714,0.05483181261436543,0.004098837155504975,0.06869308170928087,0.014951199087256152
Yellow-5-Son,0.033811747817454885,0.004518375956944593,0.024764608309148742,0.0029372381547961893,0.016515073478337514,0.006774578053146998
 ,0.09630980334380292,0.004576570055718868,0.03922210973737715,0.003310268510702708,0.02665668610531337,0.007544567103044731
Yellow-5-Son,0.03280240936025252,0.003917564809885402,0.017286516336009247,0.0028343693798716157,0.0171600493968057,0.0055506680239356945
